Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions,Ratings_Imputed,Revenue_Imputed,Airtime_Imputed,SetimentScore_Imputed,BiasScore_Imputed,Viewership_Imputed,Shares_Imputed,AdSpend_Imputed,ControversyFlag_Imputed,MissingDataFlag_Clean,SocialMediaInteractions_Imputed
Najam Sethi,ARY News,Express Tribune,Sindh,Quetta,Sports,Cricket team departs for World Cup,17.11030149,5000000.0,278.0,-0.2911878791,3.0,1098347.0,29501.0,5000000.0,,,2021-01-05,Urdu,Pro-Govt,23341.0,False,True,True,False,True,True,False,True,True,1,False
Matiullah Jan,SAMAA TV,Daily Pakistan,Balochistan,Peshawar,Terrorism,Security forces foil major terror bid,58.93298246,20000000.0,411.0,1.253228579,3.0,819837.0,6893.0,10000000.0,No,1.0,2021-06-19,Urdu,Neutral,9236.0,True,False,False,False,True,True,False,False,False,1,False
Rauf Klassra,Hum News,The News,Azad Jammu & Kashmir,Karachi,Health,Karachi drainage system collapses,55.49601863,1000000.0,367.0,-0.046107037395,3.0,1170953.0,74457.0,5000000.0,Yes,1.0,2022-04-24,English,Neutral,43669.0,True,False,False,True,True,True,False,False,False,1,False
Kamran Khan,Express News,Jang,Punjab,Multan,Economy,Remittances fall sharply in July,100.0,20000000.0,274.0,-0.1784575094,,1095390.5,134456.0,5000000.0,Yes,0.0,2024-02-05,English,,22454.0,False,False,True,False,True,True,False,True,False,1,True
Asma Shirazi,Dawn News,Daily Pakistan,Balochistan,Quetta,Economy,Government to increase petrol price by Rs. 20,54.31346769,1000000.0,268.0,-0.7979160892,3.0,1003109.0,107905.0,5000000.0,Yes,0.0,2025-04-12,English,Opposition,23678.5,True,False,True,False,True,True,True,False,False,1,True
Owais Tohid,Geo News,Nawa-i-Waqt,Punjab,Quetta,Sports,Women cricket team sets new record,58.592160105000005,10194511.0,144.0,1.306849428,3.0,1012541.0,122180.0,5000000.0,Yes,,2025-11-21,Urdu,Opposition,18256.0,True,False,False,False,True,True,False,False,False,1,False
Talat Hussain,SAMAA TV,Jang,Azad Jammu & Kashmir,Hyderabad,Health,Floods devastate Sindh villages,100.0,14050668.0,71.0,1.290893855,3.0,1766335.0,45993.0,4831279.366,,0.0,2025-02-09,,Opposition,23224.0,False,False,False,False,True,False,False,False,True,1,True
Kamran Shahid,Dawn News,Dawn,Punjab,Hyderabad,Economy,Stock exchange crashes amid crisis,52.77044784,20000000.0,268.0,0.5751842966,,1003109.0,171867.0,4895393.436,Yes,,2022-07-27,English,,34068.0,False,False,True,False,False,True,False,False,False,1,False
Kamran Khan,Dawn News,Nawa-i-Waqt,Balochistan,Islamabad,Health,Floods devastate Sindh villages,54.31346769,20000000.0,262.0,-0.08999652479,3.0,1104290.5,16206.0,5000000.0,Yes,0.0,2023-09-17,Urdu,Neutral,25866.0,True,False,True,True,True,True,False,False,False,1,True
Shahzeb Khanzada,Express News,Daily Pakistan,Khyber Pakhtunkhwa,Quetta,Terrorism,Attack on Army convoy in Waziristan,59.56691534,5000000.0,242.0,0.023112646599999998,2.0,332959.0,79747.0,3832211.482,,,2022-02-19,Urdu,Pro-Govt,24329.0,True,False,True,True,False,False,True,False,True,1,True
Shahzeb Khanzada,Express News,Nawa-i-Waqt,Balochistan,Karachi,Economy,Exports see slight recovery,22.02796428,5000000.0,274.0,-0.4021294562,,1095390.5,137247.0,3803847.298,,1.0,2018-04-09,English,,22454.0,False,True,True,False,True,True,False,False,True,1,True
Shahzeb Khanzada,ARY News,Express Tribune,Khyber Pakhtunkhwa,Peshawar,Education,Punjab launches scholarship scheme,0.0,1000000.0,251.0,1.263935252,3.0,982689.0,92746.0,5000000.0,No,1.0,2023-03-21,,Neutral,40627.0,False,False,False,False,True,True,False,True,False,1,False
Nusrat Javed,ARY News,Nawa-i-Waqt,Khyber Pakhtunkhwa,Peshawar,Economy,Dollar hits 300 in open market,56.06780072,20000000.0,230.5,0.019117020443,3.0,368103.0,103949.0,10000000.0,Yes,0.0,2020-01-14,English,Opposition,25935.5,True,False,True,True,True,False,False,False,False,1,True
Shahzeb Khanzada,ARY News,Daily Pakistan,Sindh,Quetta,Judiciary,High Court stays government decision,65.25154197,5000000.0,172.0,0.036428137145,,1907302.0,96990.0,772715.6237,,0.0,2023-04-21,English,,22627.5,False,True,False,True,False,False,True,False,True,1,True
Matiullah Jan,Dawn News,Dawn,Balochistan,Lahore,Politics,Opposition stages walkout in National Assembly,87.47499301,1000000.0,233.5,1.986971104,3.0,985675.0,140158.0,4045157.141,Yes,0.0,2022-01-20,Urdu,Opposition,30889.0,False,False,True,False,True,True,False,False,False,1,False
Najam Sethi,Hum News,The News,Azad Jammu & Kashmir,Multan,Politics,Election rigging scandal unfolds in Lahore,46.56225334,5000000.0,248.5,-0.3266747345,3.0,953029.5,83043.0,5000000.0,Yes,1.0,2018-09-06,,Opposition,23149.0,False,False,True,True,True,True,False,True,False,1,True
Najam Sethi,Express News,Nawa-i-Waqt,Balochistan,Hyderabad,Education,Punjab launches scholarship scheme,59.56691534,6205244.0,239.0,0.009478904941,,886050.0,16148.0,5000000.0,Yes,0.0,2021-10-16,,,39831.0,True,False,True,True,True,False,False,True,False,1,False
Umar Cheema,ARY News,Express Tribune,Sindh,Rawalpindi,Media,Ban on talkshows sparks outrage,93.3437303,5000000.0,241.0,1.468741481,,1070811.0,119789.0,5000000.0,Yes,0.0,2018-08-13,English,,23456.0,False,False,True,False,True,False,True,True,False,1,True
Saleem Safi,ARY News,Jang,Azad Jammu & Kashmir,Peshawar,Media,Newspaper circulation declines,56.06780072,5000000.0,241.0,-1.604679306,,1334666.0,119789.0,10000000.0,Yes,0.0,2023-08-21,Urdu,,29508.0,True,False,True,False,False,False,True,False,False,1,False
Ansar Abbasi,SAMAA TV,Daily Pakistan,Islamabad,Quetta,Health,Climate change worsening floods,0.0,5000000.0,53.0,-0.2223842574,,1123518.0,180717.0,10000000.0,Yes,0.0,2023-08-11,,,23224.0,False,False,False,True,False,True,False,False,False,1,True
Owais Tohid,Geo News,Express Tribune,Khyber Pakhtunkhwa,Islamabad,Terrorism,Security forces foil major terror bid,58.592160105000005,20000000.0,236.0,0.136322051,1.0,849660.0,93643.0,5000000.0,Yes,0.0,2023-05-23,Urdu,Pro-Govt,29073.0,True,False,False,True,False,False,True,False,False,1,False
Saleem Safi,ARY News,Jang,Balochistan,Lahore,Sports,New talent emerges in under-19 cricket,5.606456349,5000000.0,344.0,1.635854719,,1690139.0,87695.5,10000000.0,No,1.0,2018-08-22,Urdu,,37552.0,False,True,False,False,True,False,True,False,False,1,False
Mohsin Raza Khan,ARY News,The News,Balochistan,Peshawar,Politics,New tax reforms spark debate in parliament,56.06780072,5000000.0,65.0,0.22454799715,3.0,1078978.5,106903.5,10000000.0,Yes,,2019-03-07,English,Opposition,32374.0,True,True,False,True,True,True,True,False,False,1,False
Matiullah Jan,Geo News,Jang,Punjab,Peshawar,Economy,Revenue from tax declines drastically,100.0,1000000.0,278.0,-0.06426348043999999,4.0,1748821.0,101828.5,5000000.0,Yes,,2020-09-18,English,Pro-Govt,28209.0,False,False,True,True,False,False,True,True,False,1,False
Mohsin Raza Khan,Geo News,The News,Punjab,Islamabad,Economy,Government to increase petrol price by Rs. 20,58.592160105000005,15036277.0,278.0,-0.06426348043999999,3.0,904352.0,101828.5,5000000.0,No,0.0,2020-03-08,Urdu,Pro-Govt,25917.5,True,False,True,True,True,True,True,True,False,1,True
Rauf Klassra,Geo News,Daily Pakistan,Punjab,Lahore,Media,Newspaper circulation declines,75.56359064,5000000.0,474.0,-0.038432283205,4.0,849756.0,151707.0,10000000.0,Yes,,2018-07-19,Urdu,Opposition,28297.0,False,False,False,True,False,True,False,False,False,1,True
Asma Shirazi,Dawn News,The News,Sindh,Rawalpindi,Media,Newspaper circulation declines,14.9337294,5000000.0,433.0,0.2981039521,,710709.0,109509.0,4506742.212,No,0.0,2021-06-14,,,26375.5,False,True,False,False,False,False,True,False,False,1,True
Mohsin Raza Khan,SAMAA TV,Dawn,Khyber Pakhtunkhwa,Karachi,Media,"Media freedom at risk, says HRCP report",44.44481193,5000000.0,229.0,0.8350178946,3.0,1421598.0,44515.0,10000000.0,No,,2023-09-13,English,Opposition,24309.0,False,True,True,False,True,False,False,False,False,1,False
Nusrat Javed,Geo News,Dawn,Punjab,Multan,Economy,Exports see slight recovery,53.47746872,5000000.0,278.0,-0.06426348043999999,,904352.0,101828.5,5000000.0,No,0.0,2020-11-01,Urdu,,25917.5,False,False,True,True,True,True,True,False,False,1,True
Saleem Safi,Geo News,Daily Pakistan,Balochistan,Hyderabad,Education,University students protest fee hikes,58.592160105000005,18046879.0,275.0,-0.3226669595,3.0,963979.0,101178.0,5000000.0,No,,2020-08-14,English,Opposition,44322.0,True,False,True,True,True,False,True,False,False,1,False
Saleem Safi,Express News,Jang,Sindh,Peshawar,Education,University students protest fee hikes,59.56691534,20000000.0,3.0,0.009478904941,5.0,1001435.5,97570.0,5000000.0,No,1.0,2023-04-06,English,Opposition,20589.0,True,False,False,True,False,True,True,False,False,1,True
Kamran Khan,Abb Takk News,Daily Pakistan,Balochistan,Karachi,Health,Floods devastate Sindh villages,58.74782338,5000000.0,420.0,-0.07913783398,3.0,1085616.0,22951.0,5000000.0,Yes,,2022-01-16,English,Opposition,36444.0,True,False,False,True,True,True,False,False,False,1,False
Rauf Klassra,ARY News,Daily Pakistan,Khyber Pakhtunkhwa,Multan,Terrorism,Quetta blast: ISPR releases statement,100.0,20000000.0,182.0,-1.941986524,,1056161.0,164897.0,10000000.0,,1.0,2020-02-28,Urdu,,21020.0,False,False,False,False,True,False,False,False,True,1,False
Kamran Khan,Geo News,Daily Pakistan,Balochistan,Lahore,Judiciary,Supreme Court issues notice on corruption case,55.38516668,1000000.0,323.0,0.2461041977,3.0,1117476.5,95538.0,5000000.0,No,,2025-04-20,English,Neutral,23173.0,False,False,False,True,True,True,True,True,False,1,False
Kamran Khan,Geo News,Jang,Sindh,Islamabad,Health,Doctors protest low salaries,58.592160105000005,20000000.0,136.0,-0.01462863279,3.0,1087522.0,99362.0,10000000.0,Yes,1.0,2018-04-17,English,Pro-Govt,659.0,True,False,False,True,True,True,True,False,False,1,False
Kamran Khan,ARY News,Nawa-i-Waqt,Balochistan,Quetta,Judiciary,CJ addresses bar association,56.06780072,1000000.0,281.0,0.036428137145,3.0,999644.0,96990.0,4161346.978,Yes,0.0,2022-05-14,,Opposition,47531.0,True,False,False,True,True,True,True,False,False,1,False
Asma Shirazi,Abb Takk News,Jang,Azad Jammu & Kashmir,Lahore,Politics,Election rigging scandal unfolds in Lahore,74.65346012,5000000.0,244.0,-0.155611055,,938956.0,116853.0,3714281.164,Yes,,2020-02-01,Urdu,,17157.0,False,True,False,True,False,True,False,False,False,1,True
Shahzeb Khanzada,Geo News,Nawa-i-Waqt,Balochistan,Lahore,Politics,Opposition stages walkout in National Assembly,29.25478015,5000000.0,216.5,0.2819112643,3.0,1150596.0,23598.0,5000000.0,Yes,1.0,2023-07-03,Urdu,Pro-Govt,26014.0,False,True,True,True,True,False,False,False,False,1,True
Talat Hussain,SAMAA TV,Dawn,Azad Jammu & Kashmir,Lahore,Health,Doctors protest low salaries,1.077695563,1000000.0,281.5,-0.2223842574,3.0,310249.0,135411.0,5000000.0,Yes,,2023-04-23,Urdu,Opposition,23224.0,False,False,True,True,True,False,False,False,False,1,True
Dr. Shahid Masood,ARY News,Nawa-i-Waqt,Islamabad,Karachi,Sports,Pakistan football team defeats India,100.0,5000000.0,278.0,0.1081336782,3.0,1839196.0,87695.5,5000000.0,Yes,1.0,2024-06-22,Urdu,Pro-Govt,7750.0,False,False,True,True,True,False,True,True,False,1,False
Umar Cheema,ARY News,Express Tribune,Balochistan,Quetta,Economy,Stock exchange crashes amid crisis,56.06780072,5000000.0,230.5,0.4699473768,2.0,984303.0,101616.0,267227.679,Yes,,2019-01-10,English,Pro-Govt,25935.5,True,False,True,False,False,True,True,False,False,1,True
Rauf Klassra,ARY News,Jang,Punjab,Lahore,Health,COVID resurfaces in Islamabad schools,89.79437468,5000000.0,472.0,0.1519138414,,1000345.0,16330.0,5000000.0,Yes,0.0,2019-02-03,,,48820.0,False,False,False,True,True,True,False,True,False,1,False
Asma Shirazi,Geo News,Dawn,Punjab,Multan,Economy,Revenue from tax declines drastically,100.0,5933649.0,20.0,-0.06426348043999999,3.0,904352.0,101828.5,5000000.0,Yes,,2022-09-13,English,Opposition,25917.5,False,False,False,True,True,True,True,True,False,1,True
Asma Shirazi,Express News,The News,Balochistan,Quetta,Judiciary,High Court stays government decision,69.60429766,9121380.0,252.0,-1.941635809,3.0,1415008.0,119639.0,5000000.0,,0.0,2023-02-19,English,Pro-Govt,25777.0,False,False,True,False,True,False,False,True,True,1,True
Saleem Safi,ARY News,Nawa-i-Waqt,Balochistan,Peshawar,Sports,Karachi Kings beat Multan Sultans,56.06780072,5000000.0,278.0,1.991898778,3.0,952654.0,87695.5,10000000.0,No,1.0,2019-08-27,,Opposition,28105.0,True,True,True,False,True,False,True,False,False,1,False
Mohsin Raza Khan,Geo News,Jang,Khyber Pakhtunkhwa,Hyderabad,Judiciary,Chief Justice orders suo moto on Karachi violence,58.592160105000005,20000000.0,251.0,0.2461041977,2.0,383915.0,95538.0,900449.7662,No,,2020-05-28,Urdu,Pro-Govt,34998.0,True,False,True,True,False,False,True,False,False,1,False
Shahzeb Khanzada,Dawn News,The News,Khyber Pakhtunkhwa,Rawalpindi,Health,Relief camp set up in Multan,54.31346769,1000000.0,262.0,1.927273904,,1104290.5,87806.0,10000000.0,,0.0,2018-05-17,Urdu,,25866.0,True,False,True,False,True,True,True,False,True,1,True
Mohsin Raza Khan,Express News,The News,Sindh,Islamabad,Terrorism,Suicide bombing in Peshawar mosque,13.86574372,5432328.0,45.0,1.528681665,0.0,1169756.0,79747.0,1054385.89,No,0.0,2020-09-11,,Neutral,6616.0,False,False,False,False,False,True,True,False,False,1,False
Umar Cheema,ARY News,Dawn,Sindh,Hyderabad,Media,ARY anchor arrested in midnight raid,100.0,1000000.0,106.0,-0.05195834602,4.0,1450180.0,119789.0,5000000.0,Yes,0.0,2023-02-28,English,Opposition,47831.0,False,False,False,True,False,False,True,True,False,1,False
Matiullah Jan,ARY News,The News,Sindh,Karachi,Politics,Army chief meets PM over political crisis,56.06780072,5000000.0,420.0,1.651792128,3.0,1078978.5,88256.0,5000000.0,Yes,,2024-10-26,,Opposition,22870.0,True,False,False,False,True,True,False,True,False,1,True
Owais Tohid,Express News,Daily Pakistan,Balochistan,Karachi,Judiciary,Lawyers boycott proceedings,17.67729677,13301879.0,5.0,0.15489990795,0.0,1130490.0,183675.0,5000000.0,Yes,1.0,2019-10-09,Urdu,Opposition,15025.0,False,False,False,True,False,True,False,False,False,1,False
Shahzeb Khanzada,Geo News,Express Tribune,Punjab,Peshawar,Judiciary,Lawyers boycott proceedings,45.74197187,5000000.0,251.0,-0.01825660951,5.0,1117476.5,95538.0,10000000.0,,,2018-07-26,Urdu,Pro-Govt,25611.0,False,True,True,False,False,True,True,False,True,1,False
Umar Cheema,SAMAA TV,Express Tribune,Sindh,Lahore,Education,Punjab launches scholarship scheme,0.0,1000000.0,243.0,-0.1194248091,1.0,970286.0,80925.0,5000000.0,Yes,,2019-01-08,Urdu,Pro-Govt,27482.0,False,False,True,True,False,True,True,True,False,1,True
Asma Shirazi,Abb Takk News,The News,Punjab,Multan,Economy,Remittances fall sharply in July,4.1250307,5000000.0,25.0,-0.1170305987,1.0,873051.5,140552.0,5000000.0,,,2025-06-18,Urdu,Neutral,20865.5,False,False,False,False,False,True,False,False,True,1,True
Umar Cheema,Geo News,Jang,Khyber Pakhtunkhwa,Karachi,Economy,Exports see slight recovery,58.592160105000005,383978.0,158.0,0.1119416929,3.0,1988472.0,101828.5,10000000.0,,1.0,2023-06-22,Urdu,Opposition,25917.5,True,False,False,False,True,False,True,False,True,1,True
Dr. Shahid Masood,ARY News,Jang,Balochistan,Karachi,Education,New universities to be established,9.431197061,1000000.0,253.0,0.02800289181,3.0,341094.0,95316.0,5000000.0,No,1.0,2018-12-17,English,Opposition,42934.0,False,False,True,True,True,False,True,True,False,1,False
Umar Cheema,Express News,Daily Pakistan,Islamabad,Islamabad,Health,Aid for Balochistan still missing,59.56691534,5000000.0,259.0,0.3304978546,3.0,1758555.0,107753.0,5000000.0,No,,2018-03-08,Urdu,Pro-Govt,23014.0,True,False,True,True,True,False,True,True,False,1,True
Umar Cheema,ARY News,Express Tribune,Punjab,Multan,Terrorism,Bomb blast near Karachi market,34.44868901,20000000.0,227.0,-0.5859747619,,1110405.0,90185.0,10000000.0,,0.0,2021-07-05,,,24118.0,False,False,True,False,False,True,True,False,True,1,True
Owais Tohid,Abb Takk News,The News,Punjab,Lahore,Sports,Women cricket team sets new record,58.74782338,1000000.0,284.0,-0.4324869724,0.0,922532.0,89794.5,10000000.0,No,1.0,2019-06-11,,Neutral,21996.0,True,False,True,True,False,True,True,False,False,1,True
Shahzeb Khanzada,SAMAA TV,Nawa-i-Waqt,Punjab,Islamabad,Terrorism,Suicide bombing in Peshawar mosque,28.56462481,18305961.0,271.0,1.169474606,0.0,378320.0,119740.0,10000000.0,Yes,1.0,2021-08-14,,Pro-Govt,21610.0,False,False,False,False,False,False,True,False,False,1,True
Mohsin Raza Khan,ARY News,The News,Azad Jammu & Kashmir,Lahore,Education,Punjab launches scholarship scheme,9.147021695,5000000.0,80.0,0.02800289181,,982689.0,199455.0,1505474.368,No,0.0,2020-01-06,English,,27494.0,False,True,False,True,True,True,False,False,False,1,False
Rauf Klassra,Geo News,Express Tribune,Azad Jammu & Kashmir,Karachi,Politics,Flood relief funds under scrutiny,38.71969264,5000000.0,216.5,0.8824520016,,961484.5,103314.5,5000000.0,No,0.0,2018-12-03,Urdu,,26014.0,False,False,True,False,True,True,True,False,False,1,True
Shahzeb Khanzada,Express News,Jang,Khyber Pakhtunkhwa,Karachi,Judiciary,Court orders release of missing persons,59.56691534,20000000.0,31.0,1.236914879,,1577681.0,144915.0,1717008.813,,0.0,2020-12-09,Urdu,,30652.0,True,False,False,False,True,False,False,False,True,1,False
Kamran Khan,Express News,Jang,Balochistan,Islamabad,Media,News anchor resigns citing threats,24.9302008,962226.0,162.0,-0.37724737485000004,3.0,929361.5,56508.0,10000000.0,Yes,,2025-07-14,English,Neutral,16211.0,False,False,False,True,True,True,False,False,False,1,False
Dr. Shahid Masood,Geo News,The News,Balochistan,Quetta,Health,Relief camp set up in Multan,100.0,5363339.0,261.0,-0.01462863279,1.0,1087522.0,35806.0,3989845.849,Yes,0.0,2022-02-06,English,Pro-Govt,28292.0,False,False,True,True,False,True,False,False,False,1,True
Saleem Safi,SAMAA TV,The News,Balochistan,Multan,Judiciary,CJ addresses bar association,19.74543344,5000000.0,470.0,1.527690304,,538364.0,13105.0,5000000.0,No,0.0,2022-09-19,Urdu,,49740.0,False,False,False,False,True,False,False,False,False,1,False
Umar Cheema,Geo News,Jang,Punjab,Islamabad,Terrorism,Security forces foil major terror bid,58.592160105000005,5000000.0,235.0,0.136322051,,797572.0,166959.0,1921620.638,No,1.0,2022-09-25,Urdu,,26437.0,True,False,True,True,True,False,False,False,False,1,True
Mohsin Raza Khan,Express News,Jang,Khyber Pakhtunkhwa,Karachi,Education,HEC budget slashed again,59.56691534,5000000.0,239.0,0.009478904941,3.0,1217916.0,52441.0,10000000.0,,,2019-04-28,English,Neutral,36468.0,True,True,True,True,True,False,False,False,True,1,False
Umar Cheema,ARY News,Express Tribune,Azad Jammu & Kashmir,Quetta,Education,Matric exams leaked in Karachi,56.06780072,5000000.0,253.0,0.02800289181,1.0,982689.0,95316.0,5000000.0,No,,2021-07-04,English,Opposition,22704.0,True,True,True,True,False,True,True,False,False,1,True
Kamran Shahid,Geo News,Daily Pakistan,Balochistan,Quetta,Politics,Khan addresses rally in Multan,100.0,1000000.0,3.0,0.2819112643,3.0,831988.0,103314.5,2428187.71,No,,2019-04-23,Urdu,Pro-Govt,26014.0,False,False,False,True,True,False,True,False,False,1,True
Owais Tohid,Hum News,Dawn,Islamabad,Islamabad,Health,Relief camp set up in Multan,55.49601863,20000000.0,262.0,-0.046107037395,3.0,1170953.0,102152.5,10000000.0,No,1.0,2018-07-12,,Opposition,2627.0,True,False,True,True,True,True,True,False,False,1,False
Kamran Khan,Dawn News,The News,Khyber Pakhtunkhwa,Lahore,Health,Doctors protest low salaries,54.31346769,20000000.0,262.0,-0.08999652479,1.0,518400.0,87806.0,5000000.0,Yes,0.0,2019-08-07,Urdu,Neutral,16135.0,True,False,True,True,False,False,True,True,False,1,False
Asma Shirazi,Hum News,Express Tribune,Azad Jammu & Kashmir,Hyderabad,Media,News anchor resigns citing threats,55.49601863,20000000.0,120.0,0.002111780984999999,3.0,1061382.0,100825.0,604561.9664,,1.0,2022-03-19,English,Opposition,25844.0,True,False,False,True,True,True,False,False,True,1,True
